Vftable,Methods,Flags,Type,Hierarchy
40D30714,1,,"Client::Graphics::JobSystem<Client::Graphics::Render::ShadowMaskRenderer,Client::Graphics::Render::ShadowMaskRenderer::RenderJob,8>::JobQueue","Client::Graphics::JobSystem<Client::Graphics::Render::ShadowMaskRenderer,Client::Graphics::Render::ShadowMaskRenderer::RenderJob,8>::JobQueue: "
40D3071C,1,,"Client::Graphics::JobSystem<Client::Graphics::Render::LightingManager::LightingRenderer,Client::Graphics::Render::LightingManager::LightingRenderer::RenderJob,8>::JobQueue","Client::Graphics::JobSystem<Client::Graphics::Render::LightingManager::LightingRenderer,Client::Graphics::Render::LightingManager::LightingRenderer::RenderJob,8>::JobQueue: "
40D30724,1,,"Client::Graphics::JobSystem<Client::Graphics::Render::GrassRenderer,Client::Graphics::Render::GrassRenderer::Job,1>::JobQueue","Client::Graphics::JobSystem<Client::Graphics::Render::GrassRenderer,Client::Graphics::Render::GrassRenderer::Job,1>::JobQueue: "
40D3072C,1,,"Client::Graphics::JobSystem<Client::Graphics::Render::WaterRenderer,Client::Graphics::Render::WaterRenderer::RenderJob,8>::JobQueue","Client::Graphics::JobSystem<Client::Graphics::Render::WaterRenderer,Client::Graphics::Render::WaterRenderer::RenderJob,8>::JobQueue: "
40D30734,1,,"Client::Graphics::JobSystem<Client::Graphics::Render::VerticalFogRenderer,Client::Graphics::Render::VerticalFogRenderer::RenderJob,8>::JobQueue","Client::Graphics::JobSystem<Client::Graphics::Render::VerticalFogRenderer,Client::Graphics::Render::VerticalFogRenderer::RenderJob,8>::JobQueue: "
40D3073C,1,,"Client::Graphics::JobSystem<Client::Graphics::Render::LightShaftRenderer,Client::Graphics::Render::LightShaftRenderer::RenderJob,8>::JobQueue","Client::Graphics::JobSystem<Client::Graphics::Render::LightShaftRenderer,Client::Graphics::Render::LightShaftRenderer::RenderJob,8>::JobQueue: "
40D30784,1,,Client::Graphics::Render::GraphicsConfig,Client::Graphics::Render::GraphicsConfig: Client::Graphics::Singleton<Client::Graphics::Render::GraphicsConfig>;
40D30790,8,,Client::Graphics::Render::Light,"Client::Graphics::Render::Light: Client::Graphics::Render::RenderObject, Client::Graphics::ReferencedClassBase;"
40D307B8,4,,Client::Graphics::Render::Material,Client::Graphics::Render::Material: Client::Graphics::ReferencedClassBase;
40D307CC,7,,Client::Graphics::Render::Camera,Client::Graphics::Render::Camera: Client::Graphics::ReferencedClassBase;
40D307EC,7,,Client::Graphics::Render::ShadowCamera,"Client::Graphics::Render::ShadowCamera: Client::Graphics::Render::Camera, Client::Graphics::ReferencedClassBase;"
40D3080C,8,,Client::Graphics::Render::Camera_CascadeShadow,"Client::Graphics::Render::Camera_CascadeShadow: Client::Graphics::Render::Camera, Client::Graphics::ReferencedClassBase;"
40D30838,8,,Client::Graphics::Render::Camera_SpecialShadow,"Client::Graphics::Render::Camera_SpecialShadow: Client::Graphics::Render::Camera, Client::Graphics::ReferencedClassBase;"
40D3085C,9,,Client::Graphics::Render::Camera_OmniShadow,"Client::Graphics::Render::Camera_OmniShadow: Client::Graphics::Render::Camera, Client::Graphics::ReferencedClassBase;"
40D30884,8,,Client::Graphics::Render::Camera_OmniShadow::CameraOmniFace,"Client::Graphics::Render::Camera_OmniShadow::CameraOmniFace: Client::Graphics::Render::Camera, Client::Graphics::ReferencedClassBase;"
40D308A8,1,,Client::Graphics::Render::LookAtIkUpdater,Client::Graphics::Render::LookAtIkUpdater: Client::Graphics::Singleton<Client::Graphics::Render::LookAtIkUpdater>;
40D308B0,5,,Client::Graphics::Render::ModelRenderer,Client::Graphics::Render::ModelRenderer: Client::Graphics::Render::BaseRenderer;
40D308C8,3,,`public: static void __cdecl Client::Graphics::Render::SkeletonHelper::SyncModelSpacePoses(Client::Graphics::Render::Skeleton * const)'::`2'::SyncModelSpacePose,`public: static void __cdecl Client::Graphics::Render::SkeletonHelper::SyncModelSpacePoses(Client::Graphics::Render::Skeleton * const)'::`2'::SyncModelSpacePose: Client::Graphics::Render::SkeletonHelper::IPartiialSkeletonWalk;
40D308D8,1,,Client::Graphics::Render::SkeletonUpdater,Client::Graphics::Render::SkeletonUpdater: Client::Graphics::Singleton<Client::Graphics::Render::SkeletonUpdater>;
40D308E0,5,,Client::Graphics::Render::TerrainRenderer,Client::Graphics::Render::TerrainRenderer: Client::Graphics::Render::BaseRenderer;
40D308F8,5,,Client::Graphics::Render::WaterRenderer,Client::Graphics::Render::WaterRenderer: Client::Graphics::Render::BaseRenderer;
40D30910,5,,Client::Graphics::Render::ShadowMaskRenderer,Client::Graphics::Render::ShadowMaskRenderer: Client::Graphics::Render::BaseRenderer;
40D30928,1,,Client::Graphics::Render::OffscreenRenderingManager,struct Client::Graphics::Render::OffscreenRenderingManager: Client::Graphics::Singleton<Client::Graphics::Render::OffscreenRenderingManager>;
40D30934,8,,Client::Graphics::Render::BGLocalCullingRenderObject,"Client::Graphics::Render::BGLocalCullingRenderObject: Client::Graphics::Render::BGInstancingRenderObject, Client::Graphics::Render::InstancingObject, Client::Graphics::Render::RenderObject, Client::Graphics::ReferencedClassBase;"
40D3097C,5,,Client::Graphics::Render::CloudRenderer,Client::Graphics::Render::CloudRenderer: Client::Graphics::Render::BaseRenderer;
40D30994,5,M,Client::Graphics::Render::RenderTargetManager,Client::Graphics::Kernel::Notifier: 
40D309AC,1,M,Client::Graphics::Render::RenderTargetManager,"Client::Graphics::Render::RenderTargetManager: Client::Graphics::Singleton<Client::Graphics::Render::RenderTargetManager>, Client::Graphics::Kernel::Notifier;"
40D309C4,5,,Client::Graphics::Render::VerticalFogRenderer,Client::Graphics::Render::VerticalFogRenderer: Client::Graphics::Render::BaseRenderer;
40D309DC,5,,Client::Graphics::Render::LightShaftRenderer,Client::Graphics::Render::LightShaftRenderer: Client::Graphics::Render::BaseRenderer;
40D30A10,8,M,Client::Graphics::Render::Model,"Client::Graphics::Render::Model: Client::Graphics::RenderObjectList<Client::Graphics::Render::Model>, Client::Graphics::Render::RenderObject, Client::Graphics::ReferencedClassBase;"
40D30A5C,5,M,Client::Graphics::Render::Rigid,"Client::Graphics::Render::Rigid: Client::Graphics::ReferencedClassBase, Client::Graphics::RenderObjectList<Client::Graphics::Render::Rigid>;"
40D30A78,4,M,Client::Graphics::Render::Skeleton,"Client::Graphics::Render::Skeleton: Client::Graphics::ReferencedClassBase, Client::Graphics::RenderObjectList<Client::Graphics::Render::Skeleton>;"
40D30A8C,3,M,Client::Graphics::Render::BoneCollector,"Client::Graphics::Render::BoneCollector: Client::Graphics::RenderObjectList<Client::Graphics::Render::BoneCollector>, Client::System::Framework::Task;"
40D30A9C,5,M,Client::Graphics::Render::PostBoneDeformerBase,"Client::Graphics::Render::PostBoneDeformerBase: Client::Graphics::RenderObjectList<Client::Graphics::Render::PostBoneDeformerBase>, Client::System::Framework::Task;"
40D30AB4,1,,Client::Graphics::Render::RendererUtility,Client::Graphics::Render::RendererUtility: Client::Graphics::Singleton<Client::Graphics::Render::RendererUtility>;
40D30B0C,5,,Client::Graphics::Render::WeatherRenderer,Client::Graphics::Render::WeatherRenderer: Client::Graphics::Render::BaseRenderer;
40D30C50,5,,Client::Graphics::Render::GrassRenderer,Client::Graphics::Render::GrassRenderer: Client::Graphics::Render::BaseRenderer;
40D30D74,1,,Client::Graphics::Render::Footprint,Client::Graphics::Render::Footprint: 
40D30D7C,1,,Client::Graphics::Render::Raindrop,Client::Graphics::Render::Raindrop: 
40D30D84,1,,Client::Graphics::Render::Updater<Client::Graphics::Render::PostBoneDeformerBase>,Client::Graphics::Render::Updater<Client::Graphics::Render::PostBoneDeformerBase>: 
40D30D8C,1,,Client::Graphics::Render::LightingManager::LightingRenderer,Client::Graphics::Render::LightingManager::LightingRenderer: 
40D30DA4,5,,Client::Graphics::Render::GeometryInstancingRenderer,Client::Graphics::Render::GeometryInstancingRenderer: Client::Graphics::Render::BaseRenderer;
40D30DBC,5,,Client::Graphics::Render::BGInstancingRenderer,"Client::Graphics::Render::BGInstancingRenderer: Client::Graphics::Render::GeometryInstancingRenderer, Client::Graphics::Render::BaseRenderer;"
40D30DD4,5,M,Client::Graphics::Render::ShadowManager,Client::Graphics::Kernel::Notifier: 
40D30DEC,1,M,Client::Graphics::Render::ShadowManager,"Client::Graphics::Render::ShadowManager: Client::Graphics::Singleton<Client::Graphics::Render::ShadowManager>, Client::Graphics::Kernel::Notifier;"
40D30DF4,1,,Client::Graphics::Render::Manager,Client::Graphics::Render::Manager: Client::Graphics::Singleton<Client::Graphics::Render::Manager>;
40D30DFC,5,M,Client::Graphics::Render::LightingManager,Client::Graphics::Kernel::Notifier: 
40D30E14,1,M,Client::Graphics::Render::LightingManager,"Client::Graphics::Render::LightingManager: Client::Graphics::Singleton<Client::Graphics::Render::LightingManager>, Client::Graphics::Kernel::Notifier;"
40D32878,6,,Client::Graphics::PostEffect::PostEffectShader,Client::Graphics::PostEffect::PostEffectShader: 
40D32894,5,M,Client::Graphics::PostEffect::PostEffectAdaptLumShader,Client::Graphics::Kernel::Notifier: 
40D328AC,6,M,Client::Graphics::PostEffect::PostEffectAdaptLumShader,"Client::Graphics::PostEffect::PostEffectAdaptLumShader: Client::Graphics::PostEffect::PostEffectShader, Client::Graphics::Kernel::Notifier;"
40D328C8,1,,Client::Graphics::PostEffect::PostEffectChain,Client::Graphics::PostEffect::PostEffectChain: 
40D328D0,1,,Client::Graphics::PostEffect::PostEffectRainbow,Client::Graphics::PostEffect::PostEffectRainbow: 
40D328D8,1,,Client::Graphics::PostEffect::PostEffectLensFlare,Client::Graphics::PostEffect::PostEffectLensFlare: 
40D328E0,1,,Client::Graphics::PostEffect::PostEffectRoofQuery,Client::Graphics::PostEffect::PostEffectRoofQuery: 
40D328E8,1,,Client::Graphics::Singleton<Client::Graphics::PostEffect::PostEffectManager>,Client::Graphics::Singleton<Client::Graphics::PostEffect::PostEffectManager>: 
40D32928,4,,Client::Graphics::PostEffect::PostEffectSystem,Client::Graphics::PostEffect::PostEffectSystem: Client::Graphics::ReferencedClassBase;
40D3293C,6,,Client::Graphics::PostEffect::PostEffectRepeatShader,Client::Graphics::PostEffect::PostEffectRepeatShader: Client::Graphics::PostEffect::PostEffectShader;
40D32958,6,,Client::Graphics::PostEffect::PostEffectMeasureLumShader,Client::Graphics::PostEffect::PostEffectMeasureLumShader: Client::Graphics::PostEffect::PostEffectShader;
40D32974,6,,Client::Graphics::PostEffect::PostEffectBloomShader,Client::Graphics::PostEffect::PostEffectBloomShader: Client::Graphics::PostEffect::PostEffectShader;
40D32990,6,,Client::Graphics::PostEffect::PostEffectStarShader,Client::Graphics::PostEffect::PostEffectStarShader: Client::Graphics::PostEffect::PostEffectShader;
40D329AC,6,,Client::Graphics::PostEffect::PostEffectDofCocShader,Client::Graphics::PostEffect::PostEffectDofCocShader: Client::Graphics::PostEffect::PostEffectShader;
40D329C8,6,,Client::Graphics::PostEffect::PostEffectCameraVelocityShader,Client::Graphics::PostEffect::PostEffectCameraVelocityShader: Client::Graphics::PostEffect::PostEffectShader;
40D329E4,6,,Client::Graphics::PostEffect::PostEffectMoonShader,Client::Graphics::PostEffect::PostEffectMoonShader: Client::Graphics::PostEffect::PostEffectShader;
40D32A00,5,M,Client::Graphics::PostEffect::PostEffectManager,Client::Graphics::Kernel::Notifier: 
40D32A18,1,M,Client::Graphics::PostEffect::PostEffectManager,"Client::Graphics::PostEffect::PostEffectManager: Client::Graphics::Singleton<Client::Graphics::PostEffect::PostEffectManager>, Client::Graphics::Kernel::Notifier;"
40D32A34,6,,Client::Graphics::PostEffect::PostEffectFogShader,Client::Graphics::PostEffect::PostEffectFogShader: Client::Graphics::PostEffect::PostEffectShader;
40D37BCC,1,,Client::Graphics::Singleton<Client::Graphics::Scene::World>,Client::Graphics::Singleton<Client::Graphics::Scene::World>: 
40D37BD4,1,,Client::Graphics::Singleton<Client::Graphics::Scene::CameraManager>,Client::Graphics::Singleton<Client::Graphics::Scene::CameraManager>: 
40D37BDC,1,,Client::Graphics::Singleton<Client::Graphics::Scene::CharacterUtility>,Client::Graphics::Singleton<Client::Graphics::Scene::CharacterUtility>: 
40D37BE4,1,,Client::Graphics::Singleton<Client::Graphics::Scene::GrassManager>,Client::Graphics::Singleton<Client::Graphics::Scene::GrassManager>: 
40D37BEC,1,,Client::Graphics::Singleton<Client::Graphics::Scene::ResidentResourceManager>,Client::Graphics::Singleton<Client::Graphics::Scene::ResidentResourceManager>: 
40D37BF4,12,,Apricot::IInstanceListenner,Apricot::IInstanceListenner: 
40D37C28,1,,"Client::Graphics::JobSystem<Client::Graphics::Scene::World,Client::Graphics::Scene::World::SceneUpdateJob,16>","Client::Graphics::JobSystem<Client::Graphics::Scene::World,Client::Graphics::Scene::World::SceneUpdateJob,16>: "
40D37C30,3,,Client::Graphics::Vfx::VfxResourceInstanceListenner,Client::Graphics::Vfx::VfxResourceInstanceListenner: 
40D37C40,1,,"Client::Graphics::JobSystem<Client::Graphics::Scene::World,Client::Graphics::Scene::World::SceneUpdateJob,16>::JobQueue","Client::Graphics::JobSystem<Client::Graphics::Scene::World,Client::Graphics::Scene::World::SceneUpdateJob,16>::JobQueue: "
40D37C48,6,,Client::Graphics::Scene::Object,Client::Graphics::Scene::Object: 
40D37C64,2,,Client::Graphics::Scene::ResidentResourceManager::ResourceList,Client::Graphics::Scene::ResidentResourceManager::ResourceList: 
40D37C70,5,M,Client::Graphics::Scene::CameraManager,Client::Graphics::Kernel::Notifier: 
40D37C88,1,M,Client::Graphics::Scene::CameraManager,"Client::Graphics::Scene::CameraManager: Client::Graphics::Singleton<Client::Graphics::Scene::CameraManager>, Client::Graphics::Kernel::Notifier;"
40D37C90,1,,Client::Graphics::Scene::EnvScene,Client::Graphics::Scene::EnvScene: 
40D37CB4,3,,Client::Graphics::Scene::AttachUtility,Client::Graphics::Scene::AttachUtility: 
40D37CC4,12,,Client::Graphics::Scene::CharacterBase::VfxInstanceListenner,Client::Graphics::Scene::CharacterBase::VfxInstanceListenner: Apricot::IInstanceListenner;
40D37CF8,1,M,Client::Graphics::Scene::World,Client::Graphics::Singleton<Client::Graphics::Scene::World>: 
40D37D00,6,M,Client::Graphics::Scene::World,"Client::Graphics::Scene::World: Client::Graphics::Scene::Object, Client::Graphics::Singleton<Client::Graphics::Scene::World>;"
40D37D1C,6,,Client::Graphics::Scene::Camera,Client::Graphics::Scene::Camera: Client::Graphics::Scene::Object;
40D37D38,6,,Client::Graphics::Scene::CameraMaya,"Client::Graphics::Scene::CameraMaya: Client::Graphics::Scene::Camera, Client::Graphics::Scene::Object;"
40D37D54,50,,Client::Graphics::Scene::DrawObject,Client::Graphics::Scene::DrawObject: Client::Graphics::Scene::Object;
40D37E7C,50,,Client::Graphics::Scene::Terrain,"Client::Graphics::Scene::Terrain: Client::Graphics::Scene::DrawObject, Client::Graphics::Scene::Object;"
40D37F48,6,,Client::Graphics::Scene::BGManager,Client::Graphics::Scene::BGManager: Client::Graphics::Scene::Object;
40D37F64,50,,Client::Graphics::Scene::BGObject,"Client::Graphics::Scene::BGObject: Client::Graphics::Scene::DrawObject, Client::Graphics::Scene::Object;"
40D38034,50,,Client::Graphics::Scene::Light,"Client::Graphics::Scene::Light: Client::Graphics::Scene::DrawObject, Client::Graphics::Scene::Object;"
40D38104,50,,Client::Graphics::Scene::EnvLocation,"Client::Graphics::Scene::EnvLocation: Client::Graphics::Scene::DrawObject, Client::Graphics::Scene::Object;"
40D381D4,50,,Client::Graphics::Scene::EnvSpace,"Client::Graphics::Scene::EnvSpace: Client::Graphics::Scene::DrawObject, Client::Graphics::Scene::Object;"
40D382A0,3,M,Client::Graphics::Scene::VfxObject,Client::Graphics::Vfx::VfxResourceInstanceListenner: 
40D382B0,12,M,Client::Graphics::Scene::VfxObject,"Apricot::ApricotInstanceListenner: Apricot::IInstanceListenner, Client::Graphics::Vfx::VfxResourceInstanceListenner;"
40D382E4,52,M,Client::Graphics::Scene::VfxObject,"Client::Graphics::Scene::VfxObject: Client::Graphics::Scene::DrawObject, Client::Graphics::Scene::Object, Apricot::ApricotInstanceListenner, Apricot::IInstanceListenner, Client::Graphics::Vfx::VfxResourceInstanceListenner;"
40D383CC,2,,Client::Graphics::Scene::ResidentResourceManager,Client::Graphics::Scene::ResidentResourceManager: Client::Graphics::Singleton<Client::Graphics::Scene::ResidentResourceManager>;
40D383DC,5,M,Client::Graphics::Scene::PostBoneDeformer,"Client::Graphics::Scene::PostBoneDeformer: Client::Graphics::Render::PostBoneDeformerBase, Client::Graphics::RenderObjectList<Client::Graphics::Render::PostBoneDeformerBase>, Client::System::Framework::Task;"
40D383F4,5,M,Client::Graphics::Scene::Attach,"Client::Graphics::Scene::Attach: Client::Graphics::Render::PostBoneDeformerBase, Client::Graphics::RenderObjectList<Client::Graphics::Render::PostBoneDeformerBase>, Client::System::Framework::Task;"
40D3840C,2,,Client::Graphics::Scene::CharacterUtility,Client::Graphics::Scene::CharacterUtility: Client::Graphics::Singleton<Client::Graphics::Scene::CharacterUtility>;
40D38418,1,,Client::Graphics::Scene::GrassManager,Client::Graphics::Scene::GrassManager: Client::Graphics::Singleton<Client::Graphics::Scene::GrassManager>;
40D38424,94,,Client::Graphics::Scene::CharacterBase,"Client::Graphics::Scene::CharacterBase: Client::Graphics::Scene::DrawObject, Client::Graphics::Scene::Object;"
40D385A4,94,,Client::Graphics::Scene::Human,"Client::Graphics::Scene::Human: Client::Graphics::Scene::CharacterBase, Client::Graphics::Scene::DrawObject, Client::Graphics::Scene::Object;"
